asset_number;asset_description;lamp_type_lupvalue;lamp_rating_w;mounting_type_lupvalue;lat;lon;location
1539167;Feature Lighting - Charles Grimes Bridge between Wurundjeri Way and Montague Street;9;3;Pole: Multiple Fixed;-37.82384453588752;144.9480018077227;-37.82384453588752, 144.9480018077227
1541682;Feature Lighting -;13;35;Pole: Multiple Fixed;-37.82298979747994;144.94724554805168;-37.82298979747994, 144.94724554805168
1544467;Feature Lighting - Queensbridge Square between Queens Bridge Street and Southbank Boulevard;13;14;Pole: Multiple Fixed;-37.821212327168915;144.96173366902195;-37.821212327168915, 144.96173366902195
1603057;Feature Lighting - Little Bourke Street between Russell Street and Swanston Street;9;3;Guy Wire (Catenary);-37.81201954764058;144.9670636052735;-37.81201954764058, 144.9670636052735
1502884;Feature Lighting - Southbank Pedestrian Bridge;;;Inground;-37.81983898857414;144.96503201250573;-37.81983898857414, 144.96503201250573
1543907;Feature Lighting - Melbourne - Clifton Hill Railway;3;35;Pole: Multiple Fixed;-37.816452397080994;144.98352795837272;-37.816452397080994, 144.98352795837272
1539671;Feature Lighting - Newquay Promenade between Rakaia Way and Dopel Way;9;;Pole: Multiple Fixed;-37.81527790238015;144.94082702659452;-37.81527790238015, 144.94082702659452
1544162;Feature Lighting -;13;70;Pole: Multiple Fixed;-37.8244225203351;144.9461706496535;-37.8244225203351, 144.9461706496535
1543900;Feature Lighting - Little Bourke Street between Exhibition Street and Russell Street;9;;Pole: Multiple Fixed;-37.81134847694933;144.96932128762785;-37.81134847694933, 144.96932128762785
1348450;Feature Lighting - Docklands;5;70;Inground;-37.825164195813656;144.94707551764176;-37.825164195813656, 144.94707551764176
1544776;Feature Lighting - Upfield Railway;9;;Pole: Multiple Fixed;-37.786891901277805;144.94170635964085;-37.786891901277805, 144.94170635964085
1541863;Feature Lighting -;;;Pole: Multiple Fixed;-37.823932962377114;144.9521773549605;-37.823932962377114, 144.9521773549605
1347934;Feature Lighting - Docklands;1;;Inground;-37.81465400557912;144.9417333005422;-37.81465400557912, 144.9417333005422
1346828;Feature Lighting - Docklands;1;;Canopy;-37.81718499470244;144.95272678522787;-37.81718499470244, 144.95272678522787
1544813;Feature Lighting - Victoria Harbour;1;50;Pole: Multiple Fixed;-37.817081618965545;144.94509922008018;-37.817081618965545, 144.94509922008018
1542614;Feature Lighting -;9;;Pole: Multiple Fixed;-37.82267869979108;144.94622693055726;-37.82267869979108, 144.94622693055726
1346694;Feature Lighting - Docklands;5;70;Inground;-37.81856883323653;144.94668090228905;-37.81856883323653, 144.94668090228905
1544561;Feature Lighting - Victoria Green;9;;Pole: Multiple Fixed;-37.8201827214567;144.94504683998974;-37.8201827214567, 144.94504683998974
1544166;Feature Lighting - Victoria Harbour;9;;Pole: Multiple Fixed;-37.814512422243496;144.943274794885;-37.814512422243496, 144.943274794885
1346972;Feature Lighting - Docklands;1;4;Fender;-37.815448992485464;144.94159150022006;-37.815448992485464, 144.94159150022006
1539415;Feature Lighting -;13;70;Pole: Multiple Fixed;-37.824425356422644;144.946193747472;-37.824425356422644, 144.946193747472
1541989;Feature Lighting - Parliament Gardens;9;;Pole: Multiple Fixed;-37.809809381995784;144.97357159852507;-37.809809381995784, 144.97357159852507
1542464;Feature Lighting - Birrarung Marr;9;;Pole: Multiple Fixed;-37.8189882224636;144.97424845461353;-37.8189882224636, 144.97424845461353
1347601;Feature Lighting - Docklands;1;150;Bridge Beam;-37.82400563462761;144.94794264241546;-37.82400563462761, 144.94794264241546
1543595;Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing;9;;Pole: Multiple Fixed;-37.8226615811559;144.94632969641387;-37.8226615811559, 144.94632969641387
1539676;Feature Lighting - Collins Street between Spencer Street and Batmans Hill Drive;13;70;Pole: Multiple Fixed;-37.819701118243984;144.9515828175763;-37.819701118243984, 144.9515828175763
1540952;Feature Lighting - Lincoln Square;9;;Pole: Multiple Fixed;-37.80230534052529;144.96316865084128;-37.80230534052529, 144.96316865084128
1541058;Feature Lighting - Wurundjeri Way between Bourke Street and Flinders Street;13;;Pole: Multiple Fixed;-37.82092099819225;144.9522252380569;-37.82092099819225, 144.9522252380569
1543419;Feature Lighting -;9;;Pole: Multiple Fixed;-37.82253559333236;144.94554512636554;-37.82253559333236, 144.94554512636554
1544470;Feature Lighting - Intersection of Lonsdale Street and Russell Street;13;14;Pole: Multiple Fixed;-37.81094096166103;144.96718928215935;-37.81094096166103, 144.96718928215935
1603053;Feature Lighting - Little Bourke Street between Russell Street and Swanston Street;9;3;Guy Wire (Catenary);-37.81208829048604;144.9668292637604;-37.81208829048604, 144.9668292637604
1543850;Feature Lighting - Swanston Street between Flinders Lane and Collins Street;9;;Pole: Multiple Fixed;-37.816081292069775;144.9669216805937;-37.816081292069775, 144.9669216805937
1502923;Feature Lighting - Southbank Pedestrian Bridge;;;Inground;-37.819714826117156;144.96513221257388;-37.819714826117156, 144.96513221257388
1539854;Feature Lighting - Docklands Drive between Harbour Esplanade and Saint Mangos Lane;1;50;Pole: Multiple Fixed;-37.81308120725341;144.9422448144306;-37.81308120725341, 144.9422448144306
1487659;Feature Lighting - Docklands;;;;-37.820202051812366;144.94479138435608;-37.820202051812366, 144.94479138435608
1543441;Feature Lighting -;9;;Pole: Multiple Fixed;-37.82248594154405;144.94530857480692;-37.82248594154405, 144.94530857480692
1346825;Feature Lighting - Docklands;3;36;Parapet;-37.81752550260332;144.94999822444166;-37.81752550260332, 144.94999822444166
1346746;Feature Lighting - Docklands;5;150;Parapet;-37.81764352761958;144.9486998885737;-37.81764352761958, 144.9486998885737
1502952;Feature Lighting - Northbank;;;;-37.819297076824554;144.9645972575445;-37.819297076824554, 144.9645972575445
1543801;Feature Lighting - Swanston Street between Flinders Lane and Collins Street;9;;Pole: Multiple Fixed;-37.81603373105199;144.96690735360997;-37.81603373105199, 144.96690735360997
1539584;Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane;13;70;Pole: Multiple Fixed;-37.82434928259809;144.94422040747526;-37.82434928259809, 144.94422040747526
1542791;Feature Lighting -;12;;Pole: Multiple Fixed;-37.822933456760644;144.94713859049642;-37.822933456760644, 144.94713859049642
1540515;Feature Lighting - Wurundjeri Way between Batmans Hill Drive and Flinders Street;3;14;Pole: Multiple Fixed;-37.82235676220695;144.95133284653116;-37.82235676220695, 144.95133284653116
1543561;Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing;9;;Pole: Multiple Fixed;-37.822601169199785;144.94636997094145;-37.822601169199785, 144.94636997094145
1541506;Feature Lighting - Queensbridge Square between Queens Bridge Street and Southbank Boulevard;13;14;Pole: Multiple Fixed;-37.82154708927076;144.96156200764534;-37.82154708927076, 144.96156200764534
1539292;Feature Lighting -;13;70;Pole: Multiple Fixed;-37.82418017934868;144.9439289199789;-37.82418017934868, 144.9439289199789
1542595;Feature Lighting -;9;;Pole: Multiple Fixed;-37.822637627877384;144.94603124888968;-37.822637627877384, 144.94603124888968
1347233;Feature Lighting - Docklands;3;36;Parapet;-37.8177891314625;144.94908018885334;-37.8177891314625, 144.94908018885334
1539808;Feature Lighting - Newquay Promenade between Saint Mangos Lane and Aquitania Way;9;;Pole: Multiple Fixed;-37.81470911538785;144.94240635406135;-37.81470911538785, 144.94240635406135
1347426;Feature Lighting - Docklands;5;70;Inground;-37.82338309964744;144.9430217940373;-37.82338309964744, 144.9430217940373
1543992;Feature Lighting - Birrarung Marr;9;;Pole: Multiple Fixed;-37.81968021743216;144.97479769475743;-37.81968021743216, 144.97479769475743
1541594;Feature Lighting - Intersection of Lonsdale Street and Russell Street;13;14;Pole: Multiple Fixed;-37.81095579501906;144.96711149809758;-37.81095579501906, 144.96711149809758
1539889;Feature Lighting - Southbank Pedestrian Bridge between Southbank Promenade and Flinders Walk;;;;-37.81942857433394;144.96514041494933;-37.81942857433394, 144.96514041494933
1541415;Feature Lighting - Melbourne Convention Exhibition Centre Bridge between South Wharf and North Wharf;13;70;Pole: Multiple Fixed;-37.824054578397686;144.9520911276119;-37.824054578397686, 144.9520911276119
1539977;Feature Lighting - Saint Mangos Lane between Caravel Lane and Newquay Promenade;9;;Pole: Multiple Fixed;-37.81473771132004;144.94176863233866;-37.81473771132004, 144.94176863233866
1540099;Feature Lighting - Rakaia Way between Caravel Lane and Newquay Promenade;9;;Pole: Multiple Fixed;-37.815040709155085;144.94114112082232;-37.815040709155085, 144.94114112082232
1544185;Feature Lighting - Victoria Harbour;13;70;Pole: Multiple Fixed;-37.81848414378156;144.94424909975973;-37.81848414378156, 144.94424909975973
1346375;Feature Lighting - Docklands;;;;-37.84464910842157;144.98235031972342;-37.84464910842157, 144.98235031972342
1541710;Feature Lighting -;13;35;Pole: Multiple Fixed;-37.82335300462217;144.9473453626314;-37.82335300462217, 144.9473453626314
1346975;Feature Lighting - Docklands;3;36;Parapet;-37.81771901381753;144.95055432641763;-37.81771901381753, 144.95055432641763
1487684;Feature Lighting - Docklands;;;;-37.8190254626044;144.94342476847388;-37.8190254626044, 144.94342476847388
1540472;Feature Lighting - Doepel Way between Docklands Drive and Newquay Promenade;9;;Pole: Multiple Fixed;-37.81529399029846;144.94050510306639;-37.81529399029846, 144.94050510306639
1348222;Feature Lighting - Docklands;5;70;Bridge Beam;-37.82392451196427;144.9480430025578;-37.82392451196427, 144.9480430025578
1542655;Feature Lighting -;9;;Pole: Multiple Fixed;-37.82277257726512;144.94667420382686;-37.82277257726512, 144.94667420382686
1544097;Feature Lighting - City Square;13;14;Pole: Multiple Fixed;-37.815553982789474;144.967104792572;-37.815553982789474, 144.967104792572
1540347;Feature Lighting - Flinders Street between William Street and King Street;13;35;Pole: Multiple Fixed;-37.819831947256304;144.95976626869577;-37.819831947256304, 144.95976626869577
1540531;Feature Lighting -;13;70;Pole: Multiple Fixed;-37.82421031669189;144.94421494794824;-37.82421031669189, 144.94421494794824
1542326;Feature Lighting - Swanston Street between Little Lonsdale Street and La Trobe Street;9;;Pole: Multiple Fixed;-37.80996048297889;144.96389331503076;-37.80996048297889, 144.96389331503076
1348095;Feature Lighting - Docklands;1;;Canopy;-37.817840757630975;144.9508409004076;-37.817840757630975, 144.9508409004076
1346660;Feature Lighting - Docklands;1;;Canopy;-37.81740230631215;144.95236571484546;-37.81740230631215, 144.95236571484546
1539765;Feature Lighting - Newquay Promenade between Harbour Esplanade and Palmyra Way;9;;Pole: Multiple Fixed;-37.81398359695038;144.94418720496083;-37.81398359695038, 144.94418720496083
1347136;Feature Lighting - Docklands;1;;Building Facade;-37.81652509014671;144.94314412800222;-37.81652509014671, 144.94314412800222
1540046;Feature Lighting - Victoria Green;13;14;Pole: Multiple Fixed;-37.82040173260825;144.94523423283334;-37.82040173260825, 144.94523423283334
1347653;Feature Lighting - Docklands;4;150;Bridge Beam;-37.821225109281784;144.9545218087914;-37.821225109281784, 144.9545218087914
1487847;Feature Lighting - Docklands;;;;-37.81412055876715;144.9439321237777;-37.81412055876715, 144.9439321237777
1544258;Feature Lighting -;9;;Pole: Multiple Fixed;-37.82272172715511;144.94643193066221;-37.82272172715511, 144.94643193066221
1541750;Feature Lighting -;13;35;Pole: Multiple Fixed;-37.82387485067847;144.94726761430948;-37.82387485067847, 144.94726761430948
1347110;Feature Lighting - Docklands;1;;Building Facade;-37.81641296242026;144.9434333362185;-37.81641296242026, 144.9434333362185
1542677;Feature Lighting -;9;;Pole: Multiple Fixed;-37.822590973529046;144.94580897273036;-37.822590973529046, 144.94580897273036
1539908;Feature Lighting - Harbour Esplanade between Bourke Street and La Trobe Street;13;70;Pole: Multiple Fixed;-37.818780673723865;144.9462345763689;-37.818780673723865, 144.9462345763689
1540042;Feature Lighting - Victoria Green;9;;Pole: Multiple Fixed;-37.82019052782439;144.9450810453402;-37.82019052782439, 144.9450810453402
1347725;Feature Lighting - Docklands;1;;Building Facade;-37.821334506424144;144.93233007003894;-37.821334506424144, 144.93233007003894
1542675;Feature Lighting -;9;;Pole: Multiple Fixed;-37.822594792865864;144.94582716905416;-37.822594792865864, 144.94582716905416
1543821;Feature Lighting - Birrarung Marr;9;;Pole: Multiple Fixed;-37.818232226607215;144.97350636950392;-37.818232226607215, 144.97350636950392
1346597;Feature Lighting - Docklands;1;50;Inground;-37.82505745150397;144.94700985483112;-37.82505745150397, 144.94700985483112
1539542;Feature Lighting - Victoria Harbour;13;70;Pole: Multiple Fixed;-37.818043699479375;144.9454032291925;-37.818043699479375, 144.9454032291925
1543777;Feature Lighting - Cohen Place from Little Bourke Street;13;35;Pole: Multiple Fixed;-37.8112492824054;144.96928811071606;-37.8112492824054, 144.96928811071606
1347549;Feature Lighting - Docklands;1;;Inground;-37.81468041757196;144.94238753306178;-37.81468041757196, 144.94238753306178
1541588;Feature Lighting - Intersection of Lonsdale Street and Russell Street;13;14;Pole: Multiple Fixed;-37.81083183065371;144.9670967459557;-37.81083183065371, 144.9670967459557
1539843;Feature Lighting - Newquay Promenade between Saint Mangos Lane and Rakaia Way;9;;Pole: Multiple Fixed;-37.81497508740991;144.94151644586412;-37.81497508740991, 144.94151644586412
1346406;Feature Lighting - Docklands;;;;-37.818451112544906;144.94495793340113;-37.818451112544906, 144.94495793340113
1540364;Feature Lighting - Flinders Street between William Street and King Street;13;70;Pole: Multiple Fixed;-37.81978745264591;144.9598950147223;-37.81978745264591, 144.9598950147223
1348138;Feature Lighting - Docklands;5;70;Inground;-37.81413757536379;144.94266690518612;-37.81413757536379, 144.94266690518612
1540908;Feature Lighting -;9;8;Pole: Multiple Fixed;-37.82398784023284;144.94740128514212;-37.82398784023284, 144.94740128514212
1543278;Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing;9;;Pole: Multiple Fixed;-37.822168042568045;144.94466677677957;-37.822168042568045, 144.94466677677957
1540715;Feature Lighting - Northbank between Banana Alley and Southbank Pedestrian Bridge;2;125;Pole: Multiple Fixed;-37.81908401002732;144.96552765366997;-37.81908401002732, 144.96552765366997
1347604;Feature Lighting - Docklands;5;35;Inground;-37.815246603250884;144.94092846278238;-37.815246603250884, 144.94092846278238
1543964;Feature Lighting - Birrarung Marr;13;35;Pole: Multiple Fixed;-37.81872804853025;144.9725094437495;-37.81872804853025, 144.9725094437495
1603040;Feature Lighting - Little Bourke Street between Russell Street and Swanston Street;9;3;Guy Wire (Catenary);-37.81225195750027;144.96610684684458;-37.81225195750027, 144.96610684684458
1487817;Feature Lighting - Docklands;;;;-37.81427325919134;144.94340734751145;-37.81427325919134, 144.94340734751145
1540100;Feature Lighting - Newquay Promenade between Rakaia Way and Dopel Way;9;;Pole: Multiple Fixed;-37.81522271928139;144.9409282971527;-37.81522271928139, 144.9409282971527
1539299;Feature Lighting - Eighteen Pence Lane from Lorimer Street;13;35;Pole: Multiple Fixed;-37.82489195465594;144.94547415214294;-37.82489195465594, 144.94547415214294
1346612;Feature Lighting - Docklands;5;70;Inground;-37.815239583254126;144.9450841316849;-37.815239583254126, 144.9450841316849
1544558;Feature Lighting - Saint Mangos Lane between Caravel Lane and Newquay Promenade;1;50;Pole: Multiple Fixed;-37.81468961439332;144.94164637683585;-37.81468961439332, 144.94164637683585
1771404;Feature Lighting - University Square;16;;Stairs;-37.80180496518446;144.96044262633575;-37.80180496518446, 144.96044262633575
1771403;Feature Lighting - University Square;16;;Under Seat;-37.8008093991877;144.9605513539519;-37.8008093991877, 144.9605513539519
1348279;Feature Lighting - Docklands;1;18;Bollard;-37.82381277720111;144.94353708879868;-37.82381277720111, 144.94353708879868
1544007;Feature Lighting - Upfield Railway;9;;Pole: Multiple Fixed;-37.786952782653124;144.94145563735177;-37.786952782653124, 144.94145563735177
1348346;Feature Lighting - Docklands;1;;Inground;-37.81490588419595;144.9410648161196;-37.81490588419595, 144.9410648161196
1544501;Feature Lighting - Intersection of Russell Street and Little Bourke Street;13;14;Pole: Multiple Fixed;-37.811868038894026;144.96748164294797;-37.811868038894026, 144.96748164294797
1487790;Feature Lighting - Docklands;;;;-37.81429031840529;144.94332309477718;-37.81429031840529, 144.94332309477718
1544881;Feature Lighting -;12;;Bridge Beam;-37.82314132404355;144.9472015577043;-37.82314132404355, 144.9472015577043
1487769;Feature Lighting - Docklands;;;;-37.81594194154019;144.93925717189643;-37.81594194154019, 144.93925717189643
1542763;Feature Lighting -;12;;Pole: Multiple Fixed;-37.82323659658685;144.94723041778195;-37.82323659658685, 144.94723041778195
1347386;Feature Lighting - Docklands;3;36;Parapet;-37.81794117151551;144.95098204348318;-37.81794117151551, 144.95098204348318
1539918;Feature Lighting - Harbour Esplanade between Bourke Street and La Trobe Street;13;70;Pole: Multiple Fixed;-37.8187607514983;144.94622388204886;-37.8187607514983, 144.94622388204886
1543437;Feature Lighting -;9;;Pole: Multiple Fixed;-37.82249739968355;144.94536316359924;-37.82249739968355, 144.94536316359924
1539395;Feature Lighting -;13;70;Pole: Multiple Fixed;-37.824322372340816;144.94524455188957;-37.824322372340816, 144.94524455188957
1542879;Feature Lighting -;12;;Pole: Multiple Fixed;-37.823678140019;144.94727341017062;-37.823678140019, 144.94727341017062
1539529;Feature Lighting - Victoria Harbour;13;70;Pole: Multiple Fixed;-37.81831756800546;144.94468563100625;-37.81831756800546, 144.94468563100625
1348294;Feature Lighting - Docklands;5;70;Inground;-37.824471854182505;144.94536770578716;-37.824471854182505, 144.94536770578716
1543347;Feature Lighting -;;;;-37.82498801452582;144.94710123643145;-37.82498801452582, 144.94710123643145
1487816;Feature Lighting - Docklands;;;;-37.81423593171386;144.9431195186739;-37.81423593171386, 144.9431195186739
1539919;Feature Lighting - Harbour Esplanade between Bourke Street and La Trobe Street;13;70;Pole: Multiple Fixed;-37.818676164633594;144.9460398070764;-37.818676164633594, 144.9460398070764
1541497;Feature Lighting - Queensbridge Square between Queens Bridge Street and Southbank Boulevard;13;14;Pole: Multiple Fixed;-37.82144433016132;144.96160224078565;-37.82144433016132, 144.96160224078565
1348384;Feature Lighting - Docklands;5;70;Inground;-37.8193483179776;144.95358428216002;-37.8193483179776, 144.95358428216002
1541827;Feature Lighting -;;;Pole: Multiple Fixed;-37.82351068026162;144.95198073175612;-37.82351068026162, 144.95198073175612
1347502;Feature Lighting - Docklands;1;20;Bollard;-37.82390397926762;144.94744408925465;-37.82390397926762, 144.94744408925465
1541011;Feature Lighting - Spencer Street Railway;3;;Pole: Multiple Fixed;-37.81805637839071;144.9507406353725;-37.81805637839071, 144.9507406353725
1543132;Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade;12;;Pole: Multiple Fixed;-37.823951426551346;144.9473173861738;-37.823951426551346, 144.9473173861738
1542626;Feature Lighting -;9;;Pole: Multiple Fixed;-37.822708036664196;144.94636670333333;-37.822708036664196, 144.94636670333333
1347779;Feature Lighting - Docklands;5;70;Inground;-37.8138108135009;144.94230300317403;-37.8138108135009, 144.94230300317403
1347702;Feature Lighting - Docklands;5;35;Inground;-37.817289057055916;144.9453138723071;-37.817289057055916, 144.9453138723071
1544250;Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade;12;;Pole: Multiple Fixed;-37.82378502047593;144.9473715048072;-37.82378502047593, 144.9473715048072
1347415;Feature Lighting - Docklands;1;;Building Facade;-37.82107271827165;144.9332386587575;-37.82107271827165, 144.9332386587575
1544179;Feature Lighting - Newquay Promenade between Harbour Esplanade and Palmyra Way;9;;Pole: Multiple Fixed;-37.81420000646103;144.9436526471318;-37.81420000646103, 144.9436526471318
1540572;Feature Lighting - Rakaia Way between Caravel Lane and Newquay Promenade;9;;Pole: Multiple Fixed;-37.815058774005585;144.94115379600376;-37.815058774005585, 144.94115379600376
1539897;Feature Lighting - Harbour Esplanade between Bourke Street and La Trobe Street;13;35;Pole: Multiple Fixed;-37.8181852058744;144.9459055089789;-37.8181852058744, 144.9459055089789
1347974;Feature Lighting - Docklands;1;;Inground;-37.814506752325826;144.9427820646101;-37.814506752325826, 144.9427820646101
1346921;Feature Lighting - Docklands;1;;Canopy;-37.81775461734966;144.95076443295852;-37.81775461734966, 144.95076443295852
1543417;Feature Lighting -;9;;Pole: Multiple Fixed;-37.822539412618944;144.94556332265148;-37.822539412618944, 144.94556332265148
1541656;Feature Lighting - Little Bourke Street between Exhibition Street and Russell Street;13;70;Pole: Multiple Fixed;-37.81121643725126;144.96949464081533;-37.81121643725126, 144.96949464081533
1541786;Feature Lighting -;13;35;Pole: Multiple Fixed;-37.82289006969321;144.94710599635178;-37.82289006969321, 144.94710599635178
1347997;Feature Lighting - Docklands;1;;Inground;-37.814728235407976;144.94167041998995;-37.814728235407976, 144.94167041998995
1346614;Feature Lighting - Docklands;5;70;Inground;-37.81806725168159;144.94589261364803;-37.81806725168159, 144.94589261364803
1540194;Feature Lighting - Little Bourke Street between Exhibition Street and Russell Street;9;;Pole: Multiple Fixed;-37.811335214078916;144.9692357846597;-37.811335214078916, 144.9692357846597
1540132;Feature Lighting -;;;;-37.81969139725037;144.9650905956356;-37.81969139725037, 144.9650905956356
1542132;Feature Lighting - Gordon Reserve;1;;Pole: Multiple Fixed;-37.81246030274726;144.97399270533455;-37.81246030274726, 144.97399270533455
1346506;Feature Lighting - Docklands;5;70;Inground;-37.81866471309373;144.9461789111432;-37.81866471309373, 144.9461789111432
1347705;Feature Lighting - Docklands;1;;Canopy;-37.81751681850065;144.9519729607371;-37.81751681850065, 144.9519729607371
1487681;Feature Lighting - Docklands;;;;-37.81901881247258;144.94342495305938;-37.81901881247258, 144.94342495305938
1541456;Feature Lighting - Melbourne - Clifton Hill Railway;13;35;Pole: Multiple Fixed;-37.816428029860894;144.9835360049978;-37.816428029860894, 144.9835360049978
1542860;Feature Lighting -;12;;Pole: Multiple Fixed;-37.82387265915608;144.94715695575633;-37.82387265915608, 144.94715695575633
1542662;Feature Lighting -;9;;Pole: Multiple Fixed;-37.822786267588974;144.9467394312881;-37.822786267588974, 144.9467394312881
1544609;Feature Lighting - Carlton Gardens South;13;70;Pole: Multiple Fixed;-37.80578937886429;144.97232437133476;-37.80578937886429, 144.97232437133476
1539533;Feature Lighting - Victoria Harbour;13;70;Pole: Multiple Fixed;-37.818460359929475;144.94431144490522;-37.818460359929475, 144.94431144490522
1636546;Feature Lighting - Jim Stynes Bridge;16;;Bridge Beam;-37.82308654209218;144.9488028726168;-37.82308654209218, 144.9488028726168
1541062;Feature Lighting - Newquay Promenade between Harbour Esplanade and Palmyra Way;9;25;Building Eve;-37.81408238190512;144.9438688158779;-37.81408238190512, 144.9438688158779
1542618;Feature Lighting -;9;;Pole: Multiple Fixed;-37.82268847879692;144.9462735214687;-37.82268847879692, 144.9462735214687
1543382;Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane;9;10;Pole: Multiple Fixed;-37.82399323331064;144.94366100560885;-37.82399323331064, 144.94366100560885
1539261;Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane;9;10;Pole: Multiple Fixed;-37.823646111233096;144.94326140839837;-37.823646111233096, 144.94326140839837
1348459;Feature Lighting - Docklands;1;20;Bollard;-37.824440797692304;144.9472155715146;-37.824440797692304, 144.9472155715146
1348189;Feature Lighting - Docklands;5;70;Inground;-37.82419168097902;144.9440405403692;-37.82419168097902, 144.9440405403692
1544448;Feature Lighting - Enterprize Park;13;35;Pole: Multiple Fixed;-37.819911401920656;144.95955839749143;-37.819911401920656, 144.95955839749143
1502812;Feature Lighting - Southbank;;70;Pole: Multiple Fixed;-37.82005627479839;144.96563768676182;-37.82005627479839, 144.96563768676182
1543107;Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade;12;;Pole: Multiple Fixed;-37.82384364755312;144.94723213925894;-37.82384364755312, 144.94723213925894
1348009;Feature Lighting - Docklands;5;35;Inground;-37.82480795119298;144.9453127350143;-37.82480795119298, 144.9453127350143
1542998;Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade;12;;Pole: Multiple Fixed;-37.82314918870736;144.94727639327695;-37.82314918870736, 144.94727639327695
1541327;Feature Lighting - Intersection of Russell Street and Little Bourke Street;13;14;Pole: Multiple Fixed;-37.81190830029287;144.96751651166366;-37.81190830029287, 144.96751651166366
1543271;Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing;9;;Pole: Multiple Fixed;-37.82215041254107;144.94459656841403;-37.82215041254107, 144.94459656841403
1542206;Feature Lighting - Birrarung Marr;9;;Pole: Multiple Fixed;-37.8183034000888;144.97356921795446;-37.8183034000888, 144.97356921795446
1487631;Feature Lighting - Docklands;;;;-37.820398469371725;144.94523675789918;-37.820398469371725, 144.94523675789918
1346841;Feature Lighting - Docklands;5;70;Inground;-37.81520797758063;144.94154222639867;-37.81520797758063, 144.94154222639867
1346688;Feature Lighting - Docklands;5;70;Inground;-37.81859047721447;144.946690594745;-37.81859047721447, 144.946690594745
1347728;Feature Lighting - Docklands;5;70;Inground;-37.82455967357931;144.94590587300198;-37.82455967357931, 144.94590587300198
1539293;Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane;9;10;Pole: Multiple Fixed;-37.82359173556627;144.94320781783094;-37.82359173556627, 144.94320781783094
1542086;Feature Lighting - Fitzroy Gardens;9;;Pole: Multiple Fixed;-37.81180340875223;144.98266562818813;-37.81180340875223, 144.98266562818813
1540172;Feature Lighting - Victoria Green;3;;Pole: Multiple Fixed;-37.82050294940236;144.94480654675397;-37.82050294940236, 144.94480654675397
1543950;Feature Lighting - City Square;13;14;Pole: Multiple Fixed;-37.81552431796524;144.96704041956403;-37.81552431796524, 144.96704041956403
1539541;Feature Lighting - Victoria Harbour;13;70;Pole: Multiple Fixed;-37.81805559270055;144.94537211373765;-37.81805559270055, 144.94537211373765
1539705;Feature Lighting - NewQuay Promenade between Doepel Way and Pearl River Road;9;;Pole: Multiple Fixed;-37.81582432687044;144.93943868504107;-37.81582432687044, 144.93943868504107
1540334;Feature Lighting - Enterprize Park;9;200;Pole: Multiple Fixed;-37.82028536729323;144.95977699752663;-37.82028536729323, 144.95977699752663
1541968;Feature Lighting - South Wharf Promenade;;;Pole: Multiple Fixed;-37.824161365501304;144.95210327187428;-37.824161365501304, 144.95210327187428
1544096;Feature Lighting - Queensbridge Square between Queens Bridge Street and Southbank Boulevard;9;;Pole: Multiple Fixed;-37.820948542041236;144.96161431072088;-37.820948542041236, 144.96161431072088
1544637;Feature Lighting -;9;;Pole: Multiple Fixed;-37.82254705136418;144.94559971523574;-37.82254705136418, 144.94559971523574
1347310;Feature Lighting - Docklands;1;150;Inground;-37.813637864697185;144.9503159985217;-37.813637864697185, 144.9503159985217
1539195;Feature Lighting - Charles Grimes Bridge between Wurundjeri Way and Montague Street;13;70;Bridge Beam;-37.82402172044193;144.9478578417737;-37.82402172044193, 144.9478578417737
1542656;Feature Lighting -;9;;Pole: Multiple Fixed;-37.82277453301501;144.946683522036;-37.82277453301501, 144.946683522036
1540170;Feature Lighting - Victoria Green;3;;Pole: Multiple Fixed;-37.82046089734963;144.94473614277788;-37.82046089734963, 144.94473614277788
1540220;Feature Lighting - Manningham Street between Church Street and Lennon Street;;14;Pole: Multiple Fixed;-37.78674860888055;144.94203485544492;-37.78674860888055, 144.94203485544492
1540021;Feature Lighting - Newquay Promenade between Saint Mangos Lane and Aquitania Way;1;50;Pole: Multiple Fixed;-37.8147896157297;144.94216545539692;-37.8147896157297, 144.94216545539692
1543572;Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing;9;;Pole: Multiple Fixed;-37.82262032419004;144.9463572009758;-37.82262032419004, 144.9463572009758
1541869;Feature Lighting -;;;Pole: Multiple Fixed;-37.824015358943555;144.95221572071577;-37.824015358943555, 144.95221572071577
1348103;Feature Lighting - Docklands;1;;Building Facade;-37.821370733877764;144.93263544059147;-37.821370733877764, 144.93263544059147
1487709;Feature Lighting - Docklands;;;;-37.81879633652384;144.9429471546609;-37.81879633652384, 144.9429471546609
